Timestamp,fees-usd-per-transaction
2020-06-23 00:00:00,1.24384252547419
2020-06-24 00:00:00,1.27653907153377
2020-06-25 00:00:00,1.18502504366404
2020-06-26 00:00:00,0.942901963054466
2020-06-27 00:00:00,0.773470751879313
2020-06-28 00:00:00,0.673697335950307
2020-06-29 00:00:00,0.964724633243745
2020-06-30 00:00:00,1.31111843557253
2020-07-01 00:00:00,1.51290451075206
2020-07-02 00:00:00,1.50889758486723
2020-07-03 00:00:00,1.48360140614006
2020-07-04 00:00:00,1.00337646298073
2020-07-05 00:00:00,0.829143523241507
2020-07-06 00:00:00,1.00015012677777
2020-07-07 00:00:00,1.08020379524088
2020-07-08 00:00:00,1.2856783816482
2020-07-09 00:00:00,1.39729084883461
2020-07-10 00:00:00,1.28367046528809
2020-07-11 00:00:00,0.984296095701419
2020-07-12 00:00:00,0.805138301319414
2020-07-13 00:00:00,1.2248703781676
2020-07-14 00:00:00,1.61181855013175
2020-07-15 00:00:00,1.87644617618212
2020-07-16 00:00:00,2.0627104457432
2020-07-17 00:00:00,2.40199248809848
2020-07-18 00:00:00,2.23926806714143
2020-07-19 00:00:00,1.5147607954559
2020-07-20 00:00:00,2.32753243175852
2020-07-21 00:00:00,3.04545838210906
2020-07-22 00:00:00,3.67601432725504
2020-07-23 00:00:00,3.83470669962014
2020-07-24 00:00:00,3.21971308020829
2020-07-25 00:00:00,2.91133567566401
2020-07-26 00:00:00,2.51085427154793
2020-07-27 00:00:00,3.89021890862802
2020-07-28 00:00:00,5.82049027538035
2020-07-29 00:00:00,5.59759185410292
2020-07-30 00:00:00,6.06362537624933
2020-07-31 00:00:00,5.39526892015644
2020-08-01 00:00:00,5.02964787142692
2020-08-02 00:00:00,4.1945180666005
2020-08-03 00:00:00,4.39956743002628
2020-08-04 00:00:00,3.8036517939659
2020-08-05 00:00:00,5.38375434930667
2020-08-06 00:00:00,6.47470623033183
2020-08-07 00:00:00,4.94176360603888
2020-08-08 00:00:00,3.2551903605919
2020-08-09 00:00:00,2.72368774863958
2020-08-10 00:00:00,5.15391987986135
2020-08-11 00:00:00,5.03549580816253
2020-08-12 00:00:00,4.14440983836955
2020-08-13 00:00:00,3.87311256060032
2020-08-14 00:00:00,3.45346435196023
2020-08-15 00:00:00,2.56059439243148
2020-08-16 00:00:00,2.50775002438075
2020-08-17 00:00:00,3.38511018320454
2020-08-18 00:00:00,5.53521703431973
2020-08-19 00:00:00,5.21382821704613
2020-08-20 00:00:00,4.623504244804336
2020-08-21 00:00:00,5.079750426778504
2020-08-22 00:00:00,3.4326063604418375
2020-08-23 00:00:00,2.3972598274732753
2020-08-24 00:00:00,2.799443233107726
2020-08-25 00:00:00,3.3729451448882277
2020-08-26 00:00:00,3.8153900353961183
2020-08-27 00:00:00,4.219870678434581
2020-08-28 00:00:00,3.366068464565395
2020-08-29 00:00:00,2.587934196866843
2020-08-30 00:00:00,2.765981571458787
2020-08-31 00:00:00,3.5486845678575203
2020-09-01 00:00:00,3.9811824770550284
2020-09-02 00:00:00,4.603795328829781
2020-09-03 00:00:00,4.749243621628431
2020-09-04 00:00:00,5.356555300517122
2020-09-05 00:00:00,3.7798203459743487
2020-09-06 00:00:00,2.7342696255345347
2020-09-07 00:00:00,2.978365808379364
2020-09-08 00:00:00,2.5571293773815347
2020-09-09 00:00:00,2.89065533469968
2020-09-10 00:00:00,3.297351016808187
2020-09-11 00:00:00,3.1282160148641913
2020-09-12 00:00:00,2.0034358577317
2020-09-13 00:00:00,1.9953433022038491
2020-09-14 00:00:00,2.2462031906646063
2020-09-15 00:00:00,2.4967135757194905
2020-09-16 00:00:00,2.4741851199823692
2020-09-17 00:00:00,2.214542599130432
2020-09-18 00:00:00,2.3292859131344397
2020-09-19 00:00:00,1.7671250043520144
2020-09-20 00:00:00,1.3891759718324936
2020-09-21 00:00:00,2.1830418943378915
2020-09-22 00:00:00,2.479543330150219
2020-09-23 00:00:00,2.8655003325228185
2020-09-24 00:00:00,2.7006032402489955
2020-09-25 00:00:00,2.3101261761279823
2020-09-26 00:00:00,1.5965889911722493
2020-09-27 00:00:00,1.544814604071761
2020-09-28 00:00:00,2.1059191899274934
2020-09-29 00:00:00,2.559147967929874
2020-09-30 00:00:00,2.901579780666801
2020-10-01 00:00:00,3.5903998693527632
2020-10-02 00:00:00,4.083656083970861
2020-10-03 00:00:00,2.456029428213857
2020-10-04 00:00:00,2.2082528418748484
2020-10-05 00:00:00,3.5601933861932937
2020-10-06 00:00:00,3.7819971609232237
2020-10-07 00:00:00,3.1839000799889763
2020-10-08 00:00:00,3.361036174380951
2020-10-09 00:00:00,3.589009459549011
2020-10-10 00:00:00,2.863405058363661
2020-10-11 00:00:00,2.271797205562521
2020-10-12 00:00:00,2.7306698699891787
2020-10-13 00:00:00,2.531707487124996
2020-10-14 00:00:00,2.656080742140803
2020-10-15 00:00:00,2.609416658499943
2020-10-16 00:00:00,2.2437796873691105
2020-10-17 00:00:00,1.4600756805263342
2020-10-18 00:00:00,1.7993792536301436
2020-10-19 00:00:00,1.9219344377556067
2020-10-20 00:00:00,2.752557357918625
2020-10-21 00:00:00,4.6953985724521985
2020-10-22 00:00:00,6.285089285809221
2020-10-23 00:00:00,5.730642271026446
2020-10-24 00:00:00,3.983372806123809
2020-10-25 00:00:00,3.5161969798206116
2020-10-26 00:00:00,5.752067801423124
2020-10-27 00:00:00,10.245218650359009
2020-10-28 00:00:00,11.638373018628517
2020-10-29 00:00:00,12.531137392021646
2020-10-30 00:00:00,13.129840128849542
2020-10-31 00:00:00,13.153775692758725
2020-11-01 00:00:00,8.762733263986988
2020-11-01 23:00:00,12.638245824988372
2020-11-02 23:00:00,11.871891136589499
2020-11-03 23:00:00,8.878895035463971
2020-11-04 23:00:00,12.707221841808924
2020-11-05 23:00:00,11.040848569464943
2020-11-06 23:00:00,7.673814934872026
2020-11-07 23:00:00,5.9213667420868825
2020-11-08 23:00:00,6.718993877071916
2020-11-09 23:00:00,7.820301101659084
2020-11-10 23:00:00,5.213674989764986
2020-11-11 23:00:00,5.039307693099713
2020-11-12 23:00:00,5.495942499976288
2020-11-13 23:00:00,3.4820207313293396
2020-11-14 23:00:00,2.6838456994318904
2020-11-15 23:00:00,4.411017375152355
2020-11-16 23:00:00,4.4863397670763
2020-11-17 23:00:00,4.819903482766381
2020-11-18 23:00:00,5.433656184584319
2020-11-19 23:00:00,4.0320716360615885
2020-11-20 23:00:00,2.822013707936145
2020-11-21 23:00:00,2.165319352499386
2020-11-22 23:00:00,3.5079325984150387
2020-11-23 23:00:00,4.907728127507162
2020-11-24 23:00:00,5.197677967036266
2020-11-25 23:00:00,5.53579063617093
2020-11-26 23:00:00,4.421837643393106
2020-11-27 23:00:00,3.351576498299718
2020-11-28 23:00:00,2.692864277361477
2020-11-29 23:00:00,5.367705689324362
2020-11-30 23:00:00,7.405563838500065
2020-12-01 23:00:00,7.602362352926846
2020-12-02 23:00:00,8.121423309944447
2020-12-03 23:00:00,6.51758942057113
2020-12-04 23:00:00,4.686759043207698
2020-12-05 23:00:00,3.5837142463293934
2020-12-06 23:00:00,4.366396459119458
2020-12-07 23:00:00,4.149232439625517
2020-12-08 23:00:00,4.1216454555904125
2020-12-09 23:00:00,4.230138733382851
2020-12-10 23:00:00,4.101445864350825
2020-12-11 23:00:00,3.1382752713280393
2020-12-12 23:00:00,2.7188771318260834
2020-12-13 23:00:00,3.613972893246254
2020-12-14 23:00:00,4.269578845210294
2020-12-15 23:00:00,5.211408612148007
2020-12-16 23:00:00,12.046406024922556
2020-12-17 23:00:00,11.82797801812154
2020-12-18 23:00:00,8.151270439079003
2020-12-19 23:00:00,6.169859763927721
2020-12-20 23:00:00,11.916995795131013
2020-12-21 23:00:00,9.425912136521646
2020-12-22 23:00:00,9.955909826771387
2020-12-23 23:00:00,9.188479126697507
2020-12-24 23:00:00,7.297509672371263
2020-12-25 23:00:00,6.456238142864559
2020-12-26 23:00:00,8.071646954717467
2020-12-27 23:00:00,8.692698610384722
2020-12-28 23:00:00,8.410156419112946
2020-12-29 23:00:00,8.702158346244694
2020-12-30 23:00:00,9.50776350509401
2020-12-31 23:00:00,5.604238062401467
2021-01-01 23:00:00,8.400988666872713
2021-01-02 23:00:00,8.057991387754893
2021-01-03 23:00:00,9.162333835488127
2021-01-04 23:00:00,10.386145935458414
2021-01-05 23:00:00,11.26630534983695
2021-01-06 23:00:00,11.63777279009847
2021-01-07 23:00:00,15.160501227868053
2021-01-08 23:00:00,13.81207200091755
2021-01-09 23:00:00,10.977942573564283
2021-01-10 23:00:00,13.665818233058188
2021-01-11 23:00:00,17.095442067355627
2021-01-12 23:00:00,14.806818835063005
2021-01-13 23:00:00,16.36282244994702
2021-01-14 23:00:00,15.990432847947938
